,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,revenue,net_profit,region
1537,1538,WALM061,Cedar Park,Fashion accessories,27.0,3.0,2022-11-23,1900-01-01 21:57:00,Ewallet,9.0,0.33,81.0,26.73,Central Texas
1538,1539,WALM086,Rosenberg,Home and lifestyle,51.0,1.0,2021-01-16,1900-01-01 10:12:00,Ewallet,8.0,0.33,51.0,16.83,Greater Houston
1539,1540,WALM031,Lewisville,Fashion accessories,78.0,1.0,2021-12-15,1900-01-01 11:45:00,Ewallet,7.0,0.48,78.0,37.44,DFW Metroplex
1540,1541,WALM009,Plano,Home and lifestyle,53.0,3.0,2021-02-18,1900-01-01 21:55:00,Ewallet,7.0,0.48,159.0,76.32,DFW Metroplex
1541,1542,WALM036,Allen,Fashion accessories,22.0,2.0,2021-10-23,1900-01-01 13:38:00,Ewallet,7.0,0.48,44.0,21.12,DFW Metroplex
1542,1543,WALM062,Galveston,Home and lifestyle,84.0,2.0,2020-07-10,1900-01-01 14:49:00,Ewallet,4.0,0.33,168.0,55.44,Greater Houston
1543,1544,WALM053,Conroe,Fashion accessories,40.0,2.0,2021-11-30,1900-01-01 16:06:00,Ewallet,8.0,0.57,80.0,45.6,Greater Houston
1544,1545,WALM025,Waco,Home and lifestyle,42.0,3.0,2021-06-07,1900-01-01 11:00:00,Ewallet,9.0,0.48,126.0,60.48,Central Texas
1545,1546,WALM019,Pasadena,Fashion accessories,38.0,1.0,2022-08-27,1900-01-01 15:41:00,Ewallet,4.0,0.48,38.0,18.24,Greater Houston
1546,1547,WALM018,Frisco,Home and lifestyle,50.0,3.0,2020-10-22,1900-01-01 17:56:00,Ewallet,9.0,0.48,150.0,72.0,DFW Metroplex
1547,1548,WALM027,Abilene,Fashion accessories,55.0,2.0,2022-01-19,1900-01-01 11:22:00,Ewallet,4.0,0.48,110.0,52.8,West Texas
1548,1549,WALM064,Bedford,Home and lifestyle,48.0,1.0,2020-03-08,1900-01-01 14:30:00,Ewallet,4.0,0.33,48.0,15.84,DFW Metroplex
1549,1550,WALM013,Irving,Fashion accessories,62.0,3.0,2022-08-13,1900-01-01 14:02:00,Ewallet,4.0,0.48,186.0,89.28,DFW Metroplex
1550,1551,WALM008,Corpus Christi,Home and lifestyle,73.0,1.0,2021-05-19,1900-01-01 16:12:00,Ewallet,6.0,0.48,73.0,35.04,
1551,1552,WALM020,Killeen,Fashion accessories,42.0,2.0,2021-07-16,1900-01-01 14:13:00,Ewallet,9.0,0.48,84.0,40.32,Central Texas
1552,1553,WALM069,Rockwall,Home and lifestyle,84.0,1.0,2023-06-12,1900-01-01 21:21:00,Ewallet,8.0,0.33,84.0,27.72,DFW Metroplex
1553,1554,WALM020,Killeen,Fashion accessories,19.0,1.0,2023-12-09,1900-01-01 19:54:00,Ewallet,7.0,0.48,19.0,9.12,Central Texas
1554,1555,WALM032,Tyler,Home and lifestyle,26.0,2.0,2023-07-11,1900-01-01 06:56:00,Ewallet,4.0,0.48,52.0,24.96,East Texas
1555,1556,WALM010,Laredo,Fashion accessories,33.0,3.0,2020-01-25,1900-01-01 07:21:00,Ewallet,6.0,0.48,99.0,47.52,South Texas
1556,1557,WALM012,Garland,Home and lifestyle,23.0,1.0,2023-09-07,1900-01-01 18:53:00,Ewallet,4.0,0.48,23.0,11.04,DFW Metroplex
1557,1558,WALM082,Weslaco,Fashion accessories,81.0,3.0,2022-12-27,1900-01-01 21:46:00,Cash,5.0,0.33,243.0,80.19,South Texas
1558,1559,WALM096,Eagle Pass,Home and lifestyle,78.0,2.0,2020-02-17,1900-01-01 18:54:00,Ewallet,9.0,0.33,156.0,51.48,South Texas
1559,1560,WALM026,Denton,Fashion accessories,42.0,3.0,2021-12-20,1900-01-01 13:54:00,Ewallet,7.0,0.48,126.0,60.48,DFW Metroplex
1560,1561,WALM082,Weslaco,Home and lifestyle,27.0,2.0,2020-06-24,1900-01-01 09:26:00,Cash,6.0,0.33,54.0,17.82,South Texas
1561,1562,WALM065,Texas City,Fashion accessories,53.0,3.0,2022-03-22,1900-01-01 18:19:00,Ewallet,6.0,0.33,159.0,52.47,Greater Houston
1562,1563,WALM085,Kerrville,Home and lifestyle,23.0,2.0,2021-01-16,1900-01-01 19:04:00,Ewallet,4.0,0.33,46.0,15.18,Central Texas
1563,1564,WALM048,Harlingen,Fashion accessories,81.0,1.0,2020-08-27,1900-01-01 07:08:00,Ewallet,7.0,0.48,81.0,38.88,South Texas
1564,1565,WALM033,Pearland,Home and lifestyle,47.0,3.0,2021-09-08,1900-01-01 17:46:00,Ewallet,8.0,0.48,141.0,67.68,Greater Houston
1565,1566,WALM046,Temple,Fashion accessories,76.0,2.0,2023-11-09,1900-01-01 12:23:00,Ewallet,9.0,0.48,152.0,72.96,Central Texas
1566,1567,WALM072,Lancaster,Home and lifestyle,25.0,1.0,2020-01-30,1900-01-01 14:48:00,Ewallet,4.0,0.33,25.0,8.25,DFW Metroplex
1567,1568,WALM044,Pharr,Fashion accessories,67.0,2.0,2023-05-16,1900-01-01 17:59:00,Ewallet,4.0,0.48,134.0,64.32,South Texas
1568,1569,WALM052,Mansfield,Home and lifestyle,25.0,1.0,2021-06-28,1900-01-01 13:17:00,Ewallet,9.0,0.57,25.0,14.25,DFW Metroplex
1569,1570,WALM047,Flower Mound,Fashion accessories,66.0,1.0,2022-01-12,1900-01-01 06:12:00,Ewallet,8.0,0.48,66.0,31.68,DFW Metroplex
1570,1571,WALM039,Longview,Home and lifestyle,15.0,3.0,2022-01-29,1900-01-01 20:09:00,Ewallet,6.0,0.48,45.0,21.6,East Texas
1571,1572,WALM070,Hurst,Fashion accessories,36.0,1.0,2021-06-04,1900-01-01 16:34:00,Ewallet,5.0,0.33,36.0,11.88,DFW Metroplex
1572,1573,WALM018,Frisco,Home and lifestyle,69.0,1.0,2020-07-23,1900-01-01 10:51:00,Ewallet,6.0,0.48,69.0,33.12,DFW Metroplex
1573,1574,WALM023,Midland,Fashion accessories,50.0,2.0,2021-03-25,1900-01-01 21:22:00,Ewallet,5.0,0.48,100.0,48.0,West Texas
1574,1575,WALM034,College Station,Home and lifestyle,74.0,2.0,2022-12-02,1900-01-01 09:10:00,Ewallet,7.0,0.48,148.0,71.04,Central Texas
1575,1576,WALM059,Pflugerville,Fashion accessories,75.0,2.0,2020-02-10,1900-01-01 20:08:00,Ewallet,5.0,0.33,150.0,49.5,Central Texas
1576,1577,WALM071,Lufkin,Home and lifestyle,24.0,1.0,2023-07-13,1900-01-01 10:46:00,Ewallet,5.0,0.33,24.0,7.92,East Texas
1577,1578,WALM017,McKinney,Fashion accessories,74.0,3.0,2023-02-23,1900-01-01 07:49:00,Ewallet,4.0,0.48,222.0,106.56,DFW Metroplex
1578,1579,WALM019,Pasadena,Home and lifestyle,64.0,2.0,2022-08-17,1900-01-01 16:01:00,Ewallet,9.0,0.48,128.0,61.44,Greater Houston
1579,1580,WALM035,San Angelo,Fashion accessories,46.0,1.0,2020-04-28,1900-01-01 13:31:00,Ewallet,4.0,0.48,46.0,22.08,West Texas
1580,1581,WALM025,Waco,Home and lifestyle,73.0,1.0,2022-10-22,1900-01-01 19:36:00,Ewallet,9.0,0.48,73.0,35.04,Central Texas
1581,1582,WALM008,Corpus Christi,Fashion accessories,49.0,3.0,2020-04-29,1900-01-01 08:14:00,Ewallet,7.0,0.48,147.0,70.56,
1582,1583,WALM027,Abilene,Home and lifestyle,69.0,2.0,2020-09-12,1900-01-01 09:01:00,Ewallet,6.0,0.48,138.0,66.24,West Texas
1583,1584,WALM020,Killeen,Fashion accessories,36.0,3.0,2021-02-18,1900-01-01 19:25:00,Ewallet,8.0,0.48,108.0,51.84,Central Texas
1584,1585,WALM061,Cedar Park,Home and lifestyle,42.0,2.0,2020-11-10,1900-01-01 20:43:00,Ewallet,7.0,0.33,84.0,27.72,Central Texas
1585,1586,WALM015,Grand Prairie,Fashion accessories,77.0,3.0,2020-08-10,1900-01-01 07:08:00,Ewallet,8.0,0.48,231.0,110.88,DFW Metroplex
1586,1587,WALM065,Texas City,Home and lifestyle,38.0,1.0,2023-06-18,1900-01-01 18:27:00,Ewallet,7.0,0.33,38.0,12.54,Greater Houston
1587,1588,WALM017,McKinney,Fashion accessories,61.0,1.0,2023-05-01,1900-01-01 17:07:00,Ewallet,7.0,0.48,61.0,29.28,DFW Metroplex
1588,1589,WALM043,Baytown,Home and lifestyle,35.0,2.0,2022-06-25,1900-01-01 22:05:00,Ewallet,8.0,0.48,70.0,33.6,Greater Houston
1589,1590,WALM032,Tyler,Fashion accessories,45.0,3.0,2020-12-10,1900-01-01 15:27:00,Ewallet,5.0,0.48,135.0,64.8,East Texas
1590,1591,WALM019,Pasadena,Home and lifestyle,62.0,2.0,2020-11-10,1900-01-01 12:06:00,Ewallet,7.0,0.48,124.0,59.52,Greater Houston
1591,1592,WALM052,Mansfield,Fashion accessories,39.0,3.0,2020-04-04,1900-01-01 15:48:00,Ewallet,7.0,0.57,117.0,66.69,DFW Metroplex
1592,1593,WALM027,Abilene,Home and lifestyle,60.0,2.0,2021-02-13,1900-01-01 15:49:00,Ewallet,4.0,0.48,120.0,57.6,West Texas
1593,1594,WALM074,Weslaco,Fashion accessories,78.0,3.0,2021-05-26,1900-01-01 22:35:00,Cash,9.0,0.33,234.0,77.22,South Texas
1594,1595,WALM052,Mansfield,Home and lifestyle,68.0,1.0,2022-12-04,1900-01-01 22:07:00,Ewallet,6.0,0.57,68.0,38.76,DFW Metroplex
1595,1596,WALM047,Flower Mound,Fashion accessories,81.0,3.0,2020-11-14,1900-01-01 08:53:00,Ewallet,6.0,0.48,243.0,116.64,DFW Metroplex
1596,1597,WALM062,Galveston,Home and lifestyle,52.0,1.0,2020-01-14,1900-01-01 07:48:00,Ewallet,4.0,0.33,52.0,17.16,Greater Houston
1597,1598,WALM095,Big Spring,Fashion accessories,15.0,3.0,2022-05-29,1900-01-01 18:53:00,Ewallet,7.0,0.33,45.0,14.85,West Texas
1598,1599,WALM012,Garland,Home and lifestyle,80.0,2.0,2023-10-14,1900-01-01 21:45:00,Ewallet,9.0,0.48,160.0,76.8,DFW Metroplex
1599,1600,WALM060,DeSoto,Fashion accessories,82.0,1.0,2021-08-31,1900-01-01 14:48:00,Ewallet,9.0,0.33,82.0,27.06,DFW Metroplex
1600,1601,WALM016,Brownsville,Home and lifestyle,50.0,2.0,2021-12-26,1900-01-01 07:21:00,Ewallet,6.0,0.48,100.0,48.0,South Texas
1601,1602,WALM054,Sherman,Fashion accessories,48.0,1.0,2021-03-18,1900-01-01 06:34:00,Ewallet,8.0,0.21,48.0,10.08,DFW Metroplex
1602,1603,WALM049,North Richland Hills,Home and lifestyle,43.0,2.0,2022-07-15,1900-01-01 22:21:00,Ewallet,8.0,0.48,86.0,41.28,DFW Metroplex
1603,1604,WALM093,Angleton,Fashion accessories,48.0,1.0,2020-09-01,1900-01-01 19:06:00,Ewallet,7.0,0.33,48.0,15.84,Greater Houston
1604,1605,WALM035,San Angelo,Home and lifestyle,34.0,1.0,2021-07-26,1900-01-01 22:47:00,Ewallet,5.0,0.48,34.0,16.32,West Texas
1605,1606,WALM048,Harlingen,Fashion accessories,46.0,3.0,2021-12-17,1900-01-01 22:51:00,Ewallet,5.0,0.48,138.0,66.24,South Texas
1606,1607,WALM027,Abilene,Home and lifestyle,83.0,3.0,2021-03-06,1900-01-01 11:03:00,Ewallet,8.0,0.48,249.0,119.52,West Texas
1607,1608,WALM063,Georgetown,Fashion accessories,45.0,3.0,2023-07-07,1900-01-01 06:42:00,Ewallet,8.0,0.33,135.0,44.55,Central Texas
1608,1609,WALM094,Alamo,Home and lifestyle,29.0,3.0,2020-11-20,1900-01-01 17:00:00,Ewallet,6.0,0.33,87.0,28.71,South Texas
1609,1610,WALM041,Mission,Fashion accessories,83.0,3.0,2020-10-02,1900-01-01 13:55:00,Ewallet,5.0,0.48,249.0,119.52,South Texas
1610,1611,WALM068,Burleson,Home and lifestyle,55.0,3.0,2023-05-12,1900-01-01 15:44:00,Ewallet,7.0,0.33,165.0,54.45,DFW Metroplex
1611,1612,WALM054,Sherman,Fashion accessories,42.0,3.0,2020-10-13,1900-01-01 17:23:00,Ewallet,6.0,0.21,126.0,26.46,DFW Metroplex
1612,1613,WALM030,Richardson,Home and lifestyle,52.0,1.0,2020-07-22,1900-01-01 20:15:00,Ewallet,6.0,0.48,52.0,24.96,DFW Metroplex
1613,1614,WALM005,Fort Worth,Fashion accessories,52.0,3.0,2020-03-21,1900-01-01 08:45:00,Ewallet,9.0,0.48,156.0,74.88,DFW Metroplex
1614,1615,WALM021,McAllen,Home and lifestyle,17.0,3.0,2023-05-08,1900-01-01 15:17:00,Ewallet,4.0,0.48,51.0,24.48,South Texas
1615,1616,WALM084,Schertz,Fashion accessories,55.0,1.0,2023-04-20,1900-01-01 19:48:00,Ewallet,8.0,0.33,55.0,18.15,Central Texas
1616,1617,WALM051,New Braunfels,Home and lifestyle,52.0,1.0,2022-02-14,1900-01-01 17:08:00,Ewallet,7.0,0.48,52.0,24.96,Central Texas
1617,1618,WALM083,Farmers Branch,Fashion accessories,72.0,3.0,2023-06-26,1900-01-01 22:53:00,Ewallet,8.0,0.33,216.0,71.28,DFW Metroplex
1618,1619,WALM040,Edinburg,Home and lifestyle,43.0,1.0,2021-01-06,1900-01-01 11:30:00,Ewallet,4.0,0.48,43.0,20.64,
1619,1620,WALM047,Flower Mound,Fashion accessories,29.0,1.0,2023-05-28,1900-01-01 15:12:00,Ewallet,7.0,0.48,29.0,13.92,DFW Metroplex
1620,1621,WALM085,Kerrville,Home and lifestyle,74.0,2.0,2021-12-18,1900-01-01 15:07:00,Ewallet,9.0,0.33,148.0,48.84,Central Texas
1621,1622,WALM031,Lewisville,Fashion accessories,85.0,1.0,2022-08-09,1900-01-01 07:33:00,Ewallet,8.0,0.48,85.0,40.8,DFW Metroplex
1622,1623,WALM038,Sugar Land,Home and lifestyle,82.0,3.0,2021-06-20,1900-01-01 06:06:00,Ewallet,9.0,0.48,246.0,118.08,Central Texas
1623,1624,WALM043,Baytown,Fashion accessories,33.0,3.0,2020-02-16,1900-01-01 17:57:00,Ewallet,6.0,0.48,99.0,47.52,Greater Houston
1624,1625,WALM083,Farmers Branch,Home and lifestyle,28.0,2.0,2023-01-01,1900-01-01 19:48:00,Ewallet,7.0,0.33,56.0,18.48,DFW Metroplex
1625,1626,WALM081,Friendswood,Fashion accessories,23.0,3.0,2022-08-27,1900-01-01 16:59:00,Ewallet,4.0,0.33,69.0,22.77,Greater Houston
1626,1627,WALM001,Houston,Home and lifestyle,63.0,1.0,2020-09-09,1900-01-01 18:39:00,Ewallet,4.0,0.36,63.0,22.68,Greater Houston
1627,1628,WALM008,Corpus Christi,Fashion accessories,64.0,3.0,2020-05-20,1900-01-01 11:38:00,Ewallet,8.0,0.48,192.0,92.16,
1628,1629,WALM012,Garland,Home and lifestyle,54.0,2.0,2022-09-06,1900-01-01 21:03:00,Ewallet,4.0,0.48,108.0,51.84,DFW Metroplex
1629,1630,WALM084,Schertz,Fashion accessories,48.0,3.0,2020-02-21,1900-01-01 11:58:00,Ewallet,7.0,0.33,144.0,47.52,Central Texas
1630,1631,WALM078,Del Rio,Home and lifestyle,36.0,2.0,2021-10-24,1900-01-01 08:37:00,Ewallet,7.0,0.33,72.0,23.76,South Texas
1631,1632,WALM071,Lufkin,Fashion accessories,49.0,2.0,2020-01-15,1900-01-01 18:14:00,Ewallet,8.0,0.33,98.0,32.34,East Texas
1632,1633,WALM068,Burleson,Home and lifestyle,58.0,2.0,2020-07-29,1900-01-01 09:26:00,Ewallet,5.0,0.33,116.0,38.28,DFW Metroplex
1633,1634,WALM097,Alice,Fashion accessories,23.0,3.0,2020-11-04,1900-01-01 20:01:00,Ewallet,9.0,0.18,69.0,12.42,South Texas
1634,1635,WALM015,Grand Prairie,Home and lifestyle,47.0,1.0,2023-09-04,1900-01-01 20:10:00,Ewallet,9.0,0.48,47.0,22.56,DFW Metroplex
1635,1636,WALM015,Grand Prairie,Fashion accessories,37.0,3.0,2023-12-08,1900-01-01 11:12:00,Ewallet,6.0,0.48,111.0,53.28,DFW Metroplex
1636,1637,WALM029,Round Rock,Home and lifestyle,76.0,3.0,2020-01-22,1900-01-01 10:57:00,Ewallet,6.0,0.48,228.0,109.44,Central Texas
1637,1638,WALM007,Arlington,Fashion accessories,48.0,1.0,2021-01-03,1900-01-01 20:40:00,Ewallet,4.0,0.48,48.0,23.04,DFW Metroplex
1638,1639,WALM018,Frisco,Home and lifestyle,27.0,2.0,2022-07-08,1900-01-01 16:31:00,Ewallet,6.0,0.48,54.0,25.92,DFW Metroplex
1639,1640,WALM043,Baytown,Fashion accessories,64.0,3.0,2020-10-13,1900-01-01 09:33:00,Ewallet,4.0,0.48,192.0,92.16,Greater Houston
1640,1641,WALM093,Angleton,Home and lifestyle,80.0,2.0,2023-12-14,1900-01-01 12:41:00,Ewallet,7.0,0.33,160.0,52.8,Greater Houston
1641,1642,WALM053,Conroe,Fashion accessories,76.0,2.0,2021-12-31,1900-01-01 07:01:00,Ewallet,9.0,0.57,152.0,86.64,Greater Houston
1642,1643,WALM050,Victoria,Home and lifestyle,29.0,1.0,2023-10-01,1900-01-01 09:25:00,Ewallet,7.0,0.48,29.0,13.92,Central Texas
1643,1644,WALM091,Little Elm,Fashion accessories,17.0,1.0,2021-02-02,1900-01-01 14:12:00,Ewallet,8.0,0.33,17.0,5.61,DFW Metroplex
1644,1645,WALM084,Schertz,Home and lifestyle,63.0,2.0,2021-01-03,1900-01-01 22:36:00,Ewallet,8.0,0.33,126.0,41.58,Central Texas
1645,1646,WALM008,Corpus Christi,Fashion accessories,65.0,3.0,2022-06-25,1900-01-01 15:51:00,Ewallet,4.0,0.48,195.0,93.6,
1646,1647,WALM006,El Paso,Home and lifestyle,29.0,1.0,2023-10-31,1900-01-01 09:38:00,Ewallet,8.0,0.48,29.0,13.92,Far West Texas
1647,1648,WALM020,Killeen,Fashion accessories,50.0,3.0,2023-03-20,1900-01-01 06:09:00,Ewallet,4.0,0.48,150.0,72.0,Central Texas
1648,1649,WALM046,Temple,Home and lifestyle,52.0,1.0,2021-11-26,1900-01-01 16:31:00,Ewallet,6.0,0.48,52.0,24.96,Central Texas
1649,1650,WALM089,Southlake,Fashion accessories,63.0,2.0,2023-09-22,1900-01-01 12:12:00,Ewallet,8.0,0.33,126.0,41.58,DFW Metroplex
1650,1651,WALM047,Flower Mound,Home and lifestyle,37.0,2.0,2021-08-28,1900-01-01 17:17:00,Ewallet,4.0,0.48,74.0,35.52,DFW Metroplex
1651,1652,WALM058,Port Arthur,Fashion accessories,34.0,3.0,2021-01-10,1900-01-01 15:26:00,Ewallet,9.0,0.33,102.0,33.66,Greater Houston
1652,1653,WALM039,Longview,Home and lifestyle,54.0,3.0,2021-02-15,1900-01-01 12:52:00,Ewallet,6.0,0.48,162.0,77.76,East Texas
1653,1654,WALM100,Canyon,Fashion accessories,65.0,2.0,2023-08-13,1900-01-01 08:52:00,Ewallet,4.0,0.18,130.0,23.4,West Texas
1654,1655,WALM035,San Angelo,Home and lifestyle,58.0,2.0,2023-06-26,1900-01-01 19:54:00,Ewallet,6.0,0.48,116.0,55.68,West Texas
1655,1656,WALM028,Odessa,Fashion accessories,58.0,1.0,2020-12-09,1900-01-01 16:50:00,Ewallet,5.0,0.48,58.0,27.84,West Texas
1656,1657,WALM014,Amarillo,Home and lifestyle,85.0,1.0,2023-05-06,1900-01-01 17:34:00,Ewallet,7.0,0.48,85.0,40.8,West Texas
1657,1658,WALM067,Haltom City,Fashion accessories,25.0,3.0,2021-11-14,1900-01-01 14:29:00,Ewallet,7.0,0.33,75.0,24.75,DFW Metroplex
1658,1659,WALM060,DeSoto,Home and lifestyle,26.0,1.0,2021-08-06,1900-01-01 22:06:00,Ewallet,5.0,0.33,26.0,8.58,DFW Metroplex
1659,1660,WALM030,Richardson,Fashion accessories,28.0,2.0,2022-05-03,1900-01-01 21:56:00,Ewallet,4.0,0.48,56.0,26.88,DFW Metroplex
1660,1661,WALM046,Temple,Home and lifestyle,75.0,1.0,2022-11-12,1900-01-01 21:51:00,Ewallet,7.0,0.48,75.0,36.0,Central Texas
1661,1662,WALM100,Canyon,Fashion accessories,18.0,2.0,2020-02-20,1900-01-01 09:22:00,Ewallet,7.0,0.18,36.0,6.48,West Texas
1662,1663,WALM040,Edinburg,Home and lifestyle,30.0,1.0,2023-04-21,1900-01-01 10:01:00,Ewallet,8.0,0.48,30.0,14.4,
1663,1664,WALM018,Frisco,Fashion accessories,18.0,2.0,2021-09-19,1900-01-01 06:30:00,Ewallet,7.0,0.48,36.0,17.28,DFW Metroplex
1664,1665,WALM087,Waxahachie,Home and lifestyle,34.0,2.0,2022-02-17,1900-01-01 14:14:00,Ewallet,4.0,0.33,68.0,22.44,DFW Metroplex
1665,1666,WALM030,Richardson,Fashion accessories,59.0,1.0,2023-09-02,1900-01-01 12:45:00,Ewallet,8.0,0.48,59.0,28.32,DFW Metroplex
1666,1667,WALM041,Mission,Home and lifestyle,36.0,3.0,2020-08-28,1900-01-01 14:37:00,Ewallet,8.0,0.48,108.0,51.84,South Texas
1667,1668,WALM022,Mesquite,Fashion accessories,45.0,1.0,2022-06-28,1900-01-01 13:22:00,Ewallet,6.0,0.48,45.0,21.6,DFW Metroplex
1668,1669,WALM045,Missouri City,Home and lifestyle,23.0,1.0,2022-04-26,1900-01-01 18:42:00,Credit card,7.0,0.48,23.0,11.04,Greater Houston
1669,1670,WALM097,Alice,Fashion accessories,19.0,2.0,2020-10-02,1900-01-01 12:30:00,Ewallet,4.0,0.18,38.0,6.84,South Texas
1670,1671,WALM020,Killeen,Home and lifestyle,21.0,2.0,2022-02-22,1900-01-01 15:26:00,Ewallet,5.0,0.48,42.0,20.16,Central Texas
1671,1672,WALM048,Harlingen,Fashion accessories,53.0,3.0,2022-08-06,1900-01-01 17:13:00,Ewallet,6.0,0.48,159.0,76.32,South Texas
1672,1673,WALM028,Odessa,Home and lifestyle,30.0,1.0,2023-02-28,1900-01-01 19:19:00,Ewallet,7.0,0.48,30.0,14.4,West Texas
1673,1674,WALM088,Cleburne,Fashion accessories,47.0,3.0,2020-12-20,1900-01-01 09:36:00,Ewallet,5.0,0.33,141.0,46.53,DFW Metroplex
1674,1675,WALM085,Kerrville,Home and lifestyle,20.0,1.0,2023-11-14,1900-01-01 18:37:00,Ewallet,6.0,0.33,20.0,6.6,Central Texas
1675,1676,WALM036,Allen,Fashion accessories,24.0,3.0,2023-08-17,1900-01-01 06:17:00,Ewallet,9.0,0.48,72.0,34.56,DFW Metroplex
1676,1677,WALM094,Alamo,Home and lifestyle,49.0,2.0,2023-09-22,1900-01-01 10:18:00,Ewallet,8.0,0.33,98.0,32.34,South Texas
1677,1678,WALM010,Laredo,Fashion accessories,25.0,3.0,2021-12-06,1900-01-01 20:35:00,Ewallet,8.0,0.48,75.0,36.0,South Texas
1678,1679,WALM001,Houston,Home and lifestyle,80.0,1.0,2022-10-07,1900-01-01 19:11:00,Ewallet,8.0,0.36,80.0,28.8,Greater Houston
1679,1680,WALM060,DeSoto,Fashion accessories,23.0,3.0,2020-09-04,1900-01-01 09:18:00,Ewallet,5.0,0.33,69.0,22.77,DFW Metroplex
1680,1681,WALM040,Edinburg,Home and lifestyle,18.0,1.0,2022-07-06,1900-01-01 11:04:00,Ewallet,4.0,0.48,18.0,8.64,
1681,1682,WALM057,Euless,Fashion accessories,66.0,2.0,2020-10-26,1900-01-01 07:05:00,Ewallet,8.0,0.33,132.0,43.56,DFW Metroplex
1682,1683,WALM051,New Braunfels,Home and lifestyle,35.0,2.0,2020-08-02,1900-01-01 19:02:00,Ewallet,6.0,0.48,70.0,33.6,Central Texas
1683,1684,WALM090,Brownwood,Fashion accessories,81.0,3.0,2023-11-28,1900-01-01 11:06:00,Ewallet,5.0,0.33,243.0,80.19,
1684,1685,WALM047,Flower Mound,Home and lifestyle,70.0,3.0,2021-10-19,1900-01-01 16:05:00,Ewallet,8.0,0.48,210.0,100.8,DFW Metroplex
1685,1686,WALM051,New Braunfels,Fashion accessories,24.0,3.0,2022-10-24,1900-01-01 11:48:00,Ewallet,8.0,0.48,72.0,34.56,Central Texas
1686,1687,WALM048,Harlingen,Home and lifestyle,77.0,1.0,2023-08-25,1900-01-01 22:06:00,Ewallet,7.0,0.48,77.0,36.96,South Texas
1687,1688,WALM083,Farmers Branch,Fashion accessories,48.0,3.0,2023-02-13,1900-01-01 12:28:00,Ewallet,9.0,0.33,144.0,47.52,DFW Metroplex
1688,1689,WALM068,Burleson,Home and lifestyle,33.0,2.0,2023-03-03,1900-01-01 18:38:00,Ewallet,7.0,0.33,66.0,21.78,DFW Metroplex
1689,1690,WALM037,League City,Fashion accessories,59.0,3.0,2023-12-12,1900-01-01 21:15:00,Ewallet,5.0,0.48,177.0,84.96,Greater Houston
1690,1691,WALM061,Cedar Park,Home and lifestyle,84.0,1.0,2022-03-17,1900-01-01 18:24:00,Ewallet,9.0,0.33,84.0,27.72,Central Texas
1691,1692,WALM095,Big Spring,Fashion accessories,58.0,1.0,2021-06-21,1900-01-01 17:12:00,Ewallet,6.0,0.33,58.0,19.14,West Texas
1692,1693,WALM002,Dallas,Home and lifestyle,59.0,3.0,2023-07-02,1900-01-01 09:59:00,Ewallet,5.0,0.36,177.0,63.72,DFW Metroplex
1693,1694,WALM063,Georgetown,Fashion accessories,54.0,2.0,2020-05-08,1900-01-01 17:17:00,Ewallet,9.0,0.33,108.0,35.64,Central Texas
1694,1695,WALM062,Galveston,Home and lifestyle,85.0,2.0,2022-03-19,1900-01-01 15:10:00,Ewallet,8.0,0.33,170.0,56.1,Greater Houston
1695,1696,WALM076,Huntsville,Fashion accessories,85.0,1.0,2020-07-28,1900-01-01 20:12:00,Ewallet,8.0,0.33,85.0,28.05,Central Texas
1696,1697,WALM052,Mansfield,Home and lifestyle,58.0,3.0,2020-09-15,1900-01-01 13:34:00,Ewallet,7.0,0.57,174.0,99.18,DFW Metroplex
1697,1698,WALM005,Fort Worth,Fashion accessories,47.0,1.0,2021-10-25,1900-01-01 06:38:00,Ewallet,5.0,0.48,47.0,22.56,DFW Metroplex
1698,1699,WALM052,Mansfield,Home and lifestyle,19.0,1.0,2022-12-02,1900-01-01 13:30:00,Ewallet,6.0,0.57,19.0,10.83,DFW Metroplex
1699,1700,WALM027,Abilene,Fashion accessories,70.0,3.0,2021-11-18,1900-01-01 10:19:00,Ewallet,9.0,0.48,210.0,100.8,West Texas
1700,1701,WALM036,Allen,Home and lifestyle,24.0,3.0,2023-06-11,1900-01-01 17:37:00,Ewallet,4.0,0.48,72.0,34.56,DFW Metroplex
1701,1702,WALM017,McKinney,Fashion accessories,47.0,1.0,2023-07-29,1900-01-01 19:01:00,Ewallet,7.0,0.48,47.0,22.56,DFW Metroplex
1702,1703,WALM036,Allen,Home and lifestyle,42.0,2.0,2021-06-04,1900-01-01 22:44:00,Ewallet,6.0,0.48,84.0,40.32,DFW Metroplex
1703,1704,WALM037,League City,Fashion accessories,17.0,1.0,2023-01-03,1900-01-01 17:20:00,Ewallet,4.0,0.48,17.0,8.16,Greater Houston
1704,1705,WALM024,Carrollton,Home and lifestyle,77.0,3.0,2023-11-25,1900-01-01 13:36:00,Ewallet,9.0,0.48,231.0,110.88,DFW Metroplex
1705,1706,WALM001,Houston,Fashion accessories,44.0,2.0,2023-04-14,1900-01-01 11:28:00,Ewallet,9.0,0.36,88.0,31.68,Greater Houston
1706,1707,WALM068,Burleson,Home and lifestyle,67.0,3.0,2023-10-19,1900-01-01 16:14:00,Ewallet,6.0,0.33,201.0,66.33,DFW Metroplex
